id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
439,Mime-jr,6,130,"['Psychic', 'Fairy']","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",Mime-jr.png,20,25,45,70,90,60
440,Happiny,6,244,['Normal'],It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,Happiny.png,100,5,5,15,65,30
441,Chatot,5,19,"['Normal', 'Flying']","It can learn and speak human words. If they gather, they all learn the same saying.",Chatot.png,76,65,45,92,42,91
442,Spiritomb,10,1080,"['Ghost', 'Dark']",A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,Spiritomb.png,50,92,108,92,108,35
443,Gible,7,205,"['Dragon', 'Ground']","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",Gible.png,58,70,45,40,45,42
444,Gabite,14,560,"['Dragon', 'Ground']",There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,Gabite.png,68,90,65,50,55,82
445,Garchomp,19,950,"['Dragon', 'Ground']","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.",Garchomp.png,108,130,95,80,85,102
446,Munchlax,6,1050,['Normal'],"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",Munchlax.png,135,85,40,40,85,5
447,Riolu,7,202,['Fighting'],The aura that emanates from its body intensifies to alert others if it is afraid or sad.,Riolu.png,40,70,40,35,40,60
448,Lucario,12,540,"['Fighting', 'Steel']",It has the ability to sense the auras of all things. It understands human speech.,Lucario.png,70,110,70,115,70,90
449,Hippopotas,8,495,['Ground'],"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",Hippopotas.png,68,72,78,38,42,32
450,Hippowdon,20,3000,['Ground'],It blasts internally stored sand from ports on its body to create a towering twister for attack.,Hippowdon.png,108,112,118,68,72,47
451,Skorupi,8,120,"['Poison', 'Bug']",It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,Skorupi.png,40,50,90,30,55,65
452,Drapion,13,615,"['Poison', 'Dark']",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,Drapion.png,70,90,110,60,75,95
453,Croagunk,7,230,"['Poison', 'Fighting']",Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,Croagunk.png,48,61,40,61,40,50
454,Toxicroak,13,444,"['Poison', 'Fighting']",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,Toxicroak.png,83,106,65,86,65,85
455,Carnivine,14,270,['Grass'],"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",Carnivine.png,74,100,72,90,72,46
456,Finneon,4,70,['Water'],"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",Finneon.png,49,49,56,49,61,66
457,Lumineon,12,240,['Water'],It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,Lumineon.png,69,69,76,69,86,91
458,Mantyke,10,650,"['Water', 'Flying']",A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,Mantyke.png,45,20,50,60,120,50
459,Snover,10,505,"['Grass', 'Ice']","It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",Snover.png,60,62,50,62,60,40
460,Abomasnow,22,1355,"['Grass', 'Ice']",It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,Abomasnow.png,90,92,75,92,85,60
461,Weavile,11,340,"['Dark', 'Ice']","They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",Weavile.png,70,120,65,45,85,125
462,Magnezone,12,1800,"['Electric', 'Steel']",It evolved from exposure to a special magnetic field. Three units generate magnetism.,Magnezone.png,70,70,115,130,90,60
463,Lickilicky,17,1400,['Normal'],It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,Lickilicky.png,110,85,95,80,95,50
464,Rhyperior,24,2828,"['Ground', 'Rock']",It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,Rhyperior.png,115,140,130,55,55,40
465,Tangrowth,20,1286,['Grass'],It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,Tangrowth.png,100,100,125,110,50,50
466,Electivire,18,1386,['Electric'],"As its electric charge amplifies, blue sparks begin to crackle between its horns.",Electivire.png,75,123,67,95,85,95
467,Magmortar,16,680,['Fire'],"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",Magmortar.png,75,95,67,125,95,83
468,Togekiss,15,380,"['Fairy', 'Flying']",It will never appear where there is strife. Its sightings have become rare recently.,Togekiss.png,85,50,95,120,115,80
469,Yanmega,19,515,"['Bug', 'Flying']","By churning its wings, it creates shock waves that inflict critical internal injuries to foes.",Yanmega.png,86,76,86,116,56,95
470,Leafeon,10,255,['Grass'],"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",Leafeon.png,65,110,130,60,65,95
471,Glaceon,8,259,['Ice'],"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",Glaceon.png,65,60,110,130,95,65
472,Gliscor,20,425,"['Ground', 'Flying']","It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",Gliscor.png,75,95,125,45,75,95
473,Mamoswine,25,2910,"['Ice', 'Ground']",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,Mamoswine.png,110,130,80,70,60,80
474,Porygon-z,9,340,['Normal'],"Additional software was installed to make it a better Pokémon. It began acting oddly, however.",Porygon-z.png,85,80,70,135,75,90
475,Gallade,16,520,"['Psychic', 'Fighting']","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",Gallade.png,68,125,65,65,115,80
476,Probopass,14,3400,"['Rock', 'Steel']",It freely controls three small units called Mini-Noses using magnetic force.,Probopass.png,60,55,145,75,150,40
477,Dusknoir,22,1066,['Ghost'],The antenna on its head captures radio waves from the world of spirits that command it to take people there.,Dusknoir.png,45,100,135,65,135,45
478,Froslass,13,266,"['Ice', 'Ghost']",It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,Froslass.png,70,80,70,80,70,110
479,Rotom,3,3,"['Electric', 'Ghost']",Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,Rotom.png,50,50,77,95,77,91
480,Uxie,3,3,['Psychic'],Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,Uxie.png,75,75,130,75,130,95
481,Mesprit,3,3,['Psychic'],"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",Mesprit.png,80,105,105,105,105,80
482,Azelf,3,3,['Psychic'],Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,Azelf.png,75,125,70,125,70,115
483,Dialga,54,6830,"['Steel', 'Dragon']",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,Dialga.png,100,120,120,150,100,90
484,Palkia,42,3360,"['Water', 'Dragon']",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,Palkia.png,90,120,100,150,120,100
485,Heatran,17,4300,"['Fire', 'Steel']",It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,Heatran.png,91,90,106,130,106,77
486,Regigigas,37,4200,['Normal'],There is an enduring legend that states this Pokémon towed continents with ropes.,Regigigas.png,110,160,110,80,110,100
487,Giratina,45,7500,"['Ghost', 'Dragon']",A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,Giratina-altered.png,150,100,120,100,120,90
488,Cresselia,15,856,['Psychic'],Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,Cresselia.png,120,70,120,75,130,85
489,Phione,4,31,['Water'],"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",Phione.png,80,80,80,80,80,80
490,Manaphy,3,14,['Water'],"Born on a cold seafloor, it will swim great distances to return to its birthplace.",Manaphy.png,100,100,100,100,100,100
491,Darkrai,15,505,['Dark'],It can lull people to sleep and make them dream. It is active during nights of the new moon.,Darkrai.png,70,90,90,135,90,125
492,Shaymin-land,2,21,['Grass'],It lives in flower patches and avoids detection by curling up to look like a flowering plant.,Shaymin-land.png,100,100,100,100,100,100
493,Arceus,32,3200,['Normal'],"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",Arceus.png,120,120,120,120,120,120
494,Victini,4,40,"['Psychic', 'Fire']","This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",Victini.png,100,100,100,100,100,100
495,Snivy,6,81,['Grass'],It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,Snivy.png,45,45,55,45,55,63
496,Servine,8,160,['Grass'],"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",Servine.png,60,60,75,60,75,83
497,Serperior,33,630,['Grass'],It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,Serperior.png,75,75,95,75,95,113
498,Tepig,5,99,['Fire'],It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,Tepig.png,65,63,45,45,45,45
499,Pignite,10,555,"['Fire', 'Fighting']","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",Pignite.png,90,93,55,70,55,55
500,Emboar,16,1500,"['Fire', 'Fighting']",It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,Emboar.png,110,123,65,100,65,65
501,Oshawott,5,59,['Water'],"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",Oshawott.png,55,55,45,63,45,45
502,Dewott,8,245,['Water'],Strict training is how it learns its flowing double-scalchop technique.,Dewott.png,75,75,60,83,60,60
503,Samurott,15,946,['Water'],One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,Samurott.png,95,100,85,108,70,70
504,Patrat,5,116,['Normal'],"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",Patrat.png,45,55,39,35,39,42
505,Watchog,11,270,['Normal'],"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",Watchog.png,60,85,69,60,69,77
506,Lillipup,4,41,['Normal'],"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.",Lillipup.png,45,60,45,25,45,55
507,Herdier,9,147,['Normal'],"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",Herdier.png,65,80,65,35,65,60
508,Stoutland,12,610,['Normal'],It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,Stoutland.png,85,110,90,45,90,80
509,Purrloin,4,101,['Dark'],"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",Purrloin.png,41,50,37,50,37,66
510,Liepard,11,375,['Dark'],These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,Liepard.png,64,88,50,88,50,106
511,Pansage,6,105,['Grass'],This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,Pansage.png,50,53,48,53,48,64
512,Simisage,11,305,['Grass'],"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",Simisage.png,75,98,63,98,63,101
513,Pansear,6,110,['Fire'],"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.",Pansear.png,50,53,48,53,48,64
514,Simisear,10,280,['Fire'],It loves sweets because they become energy for the fire burning inside its body.,Simisear.png,75,98,63,98,63,101
515,Panpour,6,135,['Water'],The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,Panpour.png,50,53,48,53,48,64
516,Simipour,10,290,['Water'],"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.",Simipour.png,75,98,63,98,63,101
517,Munna,6,233,['Psychic'],Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,Munna.png,76,25,45,67,55,24
